bisgHispanic,bisgBlack,bisgWhite,bisgAian,bisgApi,bisgMulti,race50,race60,race70,race75,race80,proxy_race,proxy_race_status,probThreshold,race_threshold
0.01,0.0,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.1,0.75,0.0,0.05,0.09,White,White,White,,,Unknown,Unknown,75,75
0.02,0.03,0.89,0.02,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.84,0.0,0.09,0.01,0.02,0.03,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.97,0.0,0.03,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.03,0.0,0.91,0.0,0.0,0.05,White,White,White,White,White,White,Unprotected,75,75
0.53,0.0,0.15,0.02,0.27,0.02,Hispanic,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.01,0.94,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.07,0.86,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.93,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.93,0.03,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.06,0.77,0.04,0.05,0.07,White,White,White,White,,White,Unprotected,75,75
0.0,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.95,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.99,0.0,0.0,0.0,White,White,White,White,White,White,Unprotected,75,75
0.9,0.0,0.06,0.0,0.02,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.0,0.96,0.0,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.99,0.01,0.0,0.0,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.94,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.93,0.0,0.06,0.01,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.02,0.27,0.62,0.01,0.01,0.06,White,White,,,,Unknown,Unknown,75,75
0.01,0.19,0.65,0.01,0.07,0.07,White,White,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.9,0.01,0.05,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.92,0.0,0.07,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.08,0.03,0.84,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.16,0.74,0.01,0.02,0.06,White,White,White,,,Unknown,Unknown,75,75
0.01,0.32,0.51,0.06,0.02,0.08,White,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.93,0.0,0.06,0.01,0.0,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.01,0.93,0.02,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.96,0.0,0.01,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.55,0.43,0.0,0.0,0.01,Black,,,,,Unknown,Unknown,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.05,0.86,0.03,0.01,0.05,White,White,White,White,White,White,Unprotected,75,75
0.52,0.01,0.42,0.01,0.02,0.03,Hispanic,,,,,Unknown,Unknown,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.93,0.0,0.06,0.01,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.53,0.35,0.0,0.01,0.12,Black,,,,,Unknown,Unknown,75,75
0.85,0.0,0.12,0.0,0.02,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.23,0.68,0.0,0.03,0.04,White,White,,,,Unknown,Unknown,75,75
0.01,0.01,0.94,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.92,0.01,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.14,0.31,0.49,0.02,0.01,0.03,,,,,,Unknown,Unknown,75,75
0.74,0.0,0.22,0.0,0.02,0.01,Hispanic,Hispanic,Hispanic,,,Unknown,Unknown,75,75
0.01,0.0,0.89,0.0,0.0,0.09,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.94,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.01,0.94,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.62,0.01,0.17,0.03,0.01,0.16,Hispanic,Hispanic,,,,Unknown,Unknown,75,75
0.96,0.0,0.02,0.0,0.01,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.05,0.87,0.03,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.48,0.3,0.01,0.16,0.06,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.94,0.01,0.02,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.95,0.0,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.04,0.92,0.01,0.01,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.55,0.39,0.03,0.0,0.02,Black,,,,,Unknown,Unknown,75,75
0.01,0.06,0.87,0.01,0.02,0.03,White,White,White,White,White,White,Unprotected,75,75
0.69,0.0,0.26,0.02,0.0,0.03,Hispanic,Hispanic,,,,Unknown,Unknown,75,75
0.01,0.08,0.88,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.94,0.0,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.02,0.05,0.89,0.02,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.69,0.0,0.29,0.0,0.0,0.01,Hispanic,Hispanic,,,,Unknown,Unknown,75,75
0.78,0.0,0.12,0.03,0.04,0.02,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.03,0.92,0.01,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.27,0.63,0.02,0.01,0.07,White,White,,,,Unknown,Unknown,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.93,0.0,0.05,0.0,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.76,0.0,0.22,0.0,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
0.58,0.02,0.04,0.0,0.32,0.03,Hispanic,,,,,Unknown,Unknown,75,75
0.01,0.34,0.55,0.0,0.02,0.06,White,,,,,Unknown,Unknown,75,75
0.01,0.01,0.92,0.02,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.57,0.18,0.06,0.01,0.17,Black,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.0,0.02,0.0,0.93,0.02,Api,Api,Api,Api,Api,Api,Protected,75,75
0.95,0.0,0.02,0.01,0.01,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.0,0.94,0.03,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.84,0.01,0.05,0.01,0.08,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.95,0.0,0.02,0.0,0.02,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.01,0.93,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.93,0.0,0.04,0.0,0.02,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.89,0.0,0.1,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.04,0.9,0.01,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.04,0.0,0.94,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.02,0.02,0.91,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.95,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.03,0.11,0.82,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.91,0.01,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.03,0.05,0.89,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.96,0.01,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.95,0.01,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.97,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.02,0.16,0.76,0.01,0.01,0.05,White,White,White,White,,White,Unprotected,75,75
0.01,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.03,0.04,0.87,0.02,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.9,0.04,0.0,0.05,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.98,0.0,0.0,0.0,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.05,0.34,0.02,0.51,0.06,Api,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.03,0.87,0.06,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.03,0.94,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.86,0.0,0.1,0.0,0.02,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.04,0.02,0.82,0.01,0.01,0.09,White,White,White,White,White,White,Unprotected,75,75
0.06,0.0,0.91,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.93,0.0,0.0,0.06,White,White,White,White,White,White,Unprotected,75,75
0.05,0.6,0.1,0.0,0.08,0.17,Black,,,,,Unknown,Unknown,75,75
0.01,0.04,0.9,0.01,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.94,0.03,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.0,0.04,0.9,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.0,0.1,0.84,0.0,0.0,0.05,White,White,White,White,White,White,Unprotected,75,75
0.01,0.03,0.92,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.02,0.21,0.69,0.01,0.02,0.05,White,White,,,,Unknown,Unknown,75,75
0.01,0.0,0.94,0.0,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.96,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.28,0.18,0.48,0.02,0.03,0.01,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.77,0.0,0.0,0.21,White,White,White,White,,White,Unprotected,75,75
0.01,0.0,0.07,0.0,0.8,0.12,Api,Api,Api,Api,,Api,Protected,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.02,0.02,0.91,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.2,0.72,0.01,0.01,0.04,White,White,White,,,Unknown,Unknown,75,75
0.05,0.09,0.76,0.08,0.0,0.02,White,White,White,White,,White,Unprotected,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.02,0.01,0.95,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.0,0.0,0.99,0.01,Api,Api,Api,Api,Api,Api,Protected,75,75
0.12,0.48,0.3,0.0,0.0,0.09,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.03,0.91,0.01,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.31,0.55,0.03,0.01,0.08,White,,,,,Unknown,Unknown,75,75
0.02,0.0,0.96,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.03,0.27,0.59,0.01,0.04,0.06,White,,,,,Unknown,Unknown,75,75
0.01,0.17,0.73,0.02,0.01,0.05,White,White,White,,,Unknown,Unknown,75,75
0.95,0.0,0.04,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.01,0.93,0.03,0.01,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.98,0.0,0.0,0.0,White,White,White,White,White,White,Unprotected,75,75
0.02,0.01,0.94,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.12,0.81,0.01,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.89,0.0,0.07,0.0,0.03,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.8,0.14,0.01,0.02,0.04,Black,Black,Black,Black,,Black,Protected,75,75
0.01,0.0,0.96,0.01,0.01,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.9,0.05,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.02,0.9,0.04,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.98,0.01,0.0,0.0,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.94,0.0,0.03,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.96,0.0,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.84,0.0,0.03,0.0,0.11,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.02,0.0,0.85,0.12,Api,Api,Api,Api,Api,Api,Protected,75,75
0.0,0.01,0.94,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.15,0.78,0.0,0.01,0.05,White,White,White,White,,White,Unprotected,75,75
0.01,0.0,0.93,0.02,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.19,0.73,0.0,0.01,0.04,White,White,White,,,Unknown,Unknown,75,75
0.0,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.88,0.0,0.04,0.06,White,White,White,White,White,White,Unprotected,75,75
0.02,0.1,0.82,0.02,0.0,0.05,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.83,0.13,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.03,0.89,0.0,0.01,0.05,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.0,0.02,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.3,0.64,0.01,0.0,0.04,White,White,,,,Unknown,Unknown,75,75
0.01,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.09,0.83,0.02,0.01,0.05,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.01,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.95,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.01,0.0,0.95,0.04,Api,Api,Api,Api,Api,Api,Protected,75,75
0.95,0.0,0.04,0.01,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.96,0.0,0.03,0.01,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.99,0.0,0.0,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.96,0.0,0.03,0.0,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.61,0.0,0.02,0.04,0.3,0.02,Hispanic,Hispanic,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.84,0.0,0.14,0.01,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.0,0.0,0.95,0.03,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.05,0.85,0.01,0.0,0.07,White,White,White,White,White,White,Unprotected,75,75
0.81,0.0,0.13,0.02,0.02,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.92,0.01,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.04,0.05,0.88,0.0,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.02,0.08,0.88,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.4,0.0,0.43,0.0,0.03,0.14,,,,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.01,0.95,0.0,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.96,0.0,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.79,0.0,0.11,0.0,0.1,0.0,Hispanic,Hispanic,Hispanic,Hispanic,,Hispanic,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.88,0.0,0.09,0.0,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.81,0.01,0.07,0.0,0.09,0.02,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.07,0.87,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.95,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.04,0.0,0.95,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.85,0.0,0.13,0.0,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.02,0.91,0.02,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.05,0.3,0.58,0.01,0.01,0.05,White,,,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.02,0.0,0.94,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.0,0.98,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.02,0.25,0.0,0.71,0.02,Api,Api,Api,,,Unknown,Unknown,75,75
0.01,0.0,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.09,0.55,0.16,0.0,0.03,0.17,Black,,,,,Unknown,Unknown,75,75
0.0,0.0,0.0,0.0,0.97,0.02,Api,Api,Api,Api,Api,Api,Protected,75,75
0.01,0.0,0.97,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.09,0.86,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.92,0.03,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.9,0.05,0.01,0.04,White,White,White,White,White,White,Unprotected,75,75
0.1,0.0,0.21,0.0,0.55,0.13,Api,,,,,Unknown,Unknown,75,75
0.12,0.13,0.59,0.12,0.01,0.03,White,,,,,Unknown,Unknown,75,75
0.0,0.0,0.97,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.94,0.02,0.01,0.02,White,White,White,White,White,White,Unprotected,75,75
0.97,0.0,0.02,0.01,0.0,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.02,0.0,0.96,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.47,0.03,0.42,0.01,0.03,0.05,,,,,,Unknown,Unknown,75,75
0.01,0.19,0.71,0.02,0.01,0.06,White,White,White,,,Unknown,Unknown,75,75
0.91,0.0,0.08,0.0,0.01,0.0,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.83,0.0,0.13,0.01,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.0,0.97,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.03,0.0,0.96,0.01,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.02,0.92,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.02,0.94,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.96,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.23,0.09,0.57,0.01,0.02,0.08,White,,,,,Unknown,Unknown,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.21,0.02,0.71,0.01,0.02,0.03,White,White,White,,,Unknown,Unknown,75,75
0.03,0.05,0.88,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.91,0.02,0.03,0.03,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.97,0.02,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.92,0.0,0.02,0.04,White,White,White,White,White,White,Unprotected,75,75
0.0,0.18,0.8,0.0,0.0,0.01,White,White,White,White,,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.05,0.82,0.08,0.01,0.0,0.04,Black,Black,Black,Black,Black,Black,Protected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.41,0.0,0.53,0.02,0.01,0.02,White,,,,,Unknown,Unknown,75,75
0.09,0.09,0.78,0.01,0.0,0.03,White,White,White,White,,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.9,0.0,0.08,0.01,0.01,0.01,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Hispanic,Protected,75,75
0.01,0.01,0.94,0.02,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.0,0.01,0.95,0.01,0.0,0.04,White,White,White,White,White,White,Unprotected,75,75
0.01,0.01,0.96,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.31,0.59,0.01,0.02,0.05,White,,,,,Unknown,Unknown,75,75
0.0,0.04,0.94,0.0,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
,,,,,,,,,,,Unknown,Unknown,75,75
0.01,0.01,0.92,0.02,0.03,0.02,White,White,White,White,White,White,Unprotected,75,75
0.01,0.0,0.95,0.0,0.01,0.03,White,White,White,White,White,White,Unprotected,75,75
0.02,0.0,0.86,0.0,0.02,0.09,White,White,White,White,White,White,Unprotected,75,75
0.0,0.0,0.99,0.0,0.0,0.01,White,White,White,White,White,White,Unprotected,75,75
0.0,0.03,0.93,0.01,0.0,0.03,White,White,White,White,White,White,Unprotected,75,75
0.01,0.03,0.93,0.01,0.0,0.02,White,White,White,White,White,White,Unprotected,75,75
0.1,0.01,0.71,0.03,0.02,0.13,White,White,White,,,Unknown,Unknown,75,75
0.01,0.58,0.3,0.03,0.01,0.07,Black,,,,,Unknown,Unknown,75,75
